matricula_funcionario;Nombre Funcionario;Cargo;codigo_tienda;nombre_tienda;codigo_producto;descripcion_producto;Categoria;precio_costo;valor_unitario;cantidad;comision;dt_venta;dt_entrega
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10004;Máquina de lavar ropa;Electrodomésticos;1099;1709,1;1;0,05;4/10/19 10:30;7/10/19 16:18
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10003;Televisor;Electrodomésticos;1400,9;2279,99;1;;8/04/19 14:27;13/04/19 12:28
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10013;Fogón;Electrodomésticos;210,9;404,1;1;;5/03/19 16:02;8/03/19 16:09
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10010;Freidora eléctrica;Cocina;187,9;340;1;;5/07/19 10:03;5/07/19 14:17
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10005;Notebook;Electrónicos;2299,9;3199;1;;5/12/20 14:10;5/12/20 15:57
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10007;Batidora;Cocina;49,9;95,9;1;;2/08/20 10:08;2/08/20 12:53
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10015;Microondas;Electrodomésticos;189;364,5;1;;11/04/19 11:04;12/04/19 9:29
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10018;Colchón;Casa;109,9;249,9;1;;21/11/20 12:08;21/11/20 13:01
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10005;Notebook;Electrónicos;2299,9;3199;1;;3/11/20 15:46;4/11/20 10:42
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10008;Cafetera;Cocina;159,9;284,9;1;;2/11/19 9:51;2/11/19 10:53
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10011;Licuadora;Cocina;59,9;142,4;1;;24/01/20 9:22;24/01/20 9:54
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10005;Notebook;Electrónicos;2299,9;3199;1;;3/06/19 9:09;3/06/19 11:09
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10015;Microondas;Electrodomésticos;189;364,5;1;;6/01/20 13:08;6/01/20 17:26
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10016;Guarda Ropa;Casa;489,9;999;1;;14/12/20 15:32;16/12/20 15:17
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10020;Impresora;Electrónicos;329,9;674,1;1;;17/05/20 16:35;18/05/20 14:08
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10004;Máquina de lavar ropa;Electrodomésticos;1099;1709,1;1;0,05;18/01/20 12:20;22/01/20 16:00
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10006;Aspiradora de piso;Casa;88,9;189,9;1;;15/03/20 9:28;15/03/20 17:04
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10002;Tablet;Electrónicos;799;1424,91;1;;19/02/19 17:49;20/02/19 14:12
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10003;Televisor;Electrodomésticos;1400,9;2279,99;1;;26/11/19 13:27;3/12/19 14:13
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10016;Guarda Ropa;Casa;489,9;999;1;;3/11/19 13:47;5/11/19 12:41
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10008;Cafetera;Cocina;159,9;284,9;1;;18/11/20 17:55;19/11/20 10:35
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10014;Heladera;Electrodomésticos;699,9;1346,9;1;;8/08/20 14:02;10/08/20 13:35
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10004;Máquina de lavar ropa;Electrodomésticos;1099;1709,1;1;0,05;10/11/20 9:08;15/11/20 13:48
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10020;Impresora;Electrónicos;329,9;674,1;1;;17/01/19 15:57;17/01/19 16:12
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10010;Freidora eléctrica;Cocina;187,9;340;1;;17/05/20 12:05;18/05/20 9:41
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10004;Máquina de lavar ropa;Electrodomésticos;1099;1709,1;1;0,05;14/10/20 14:21;18/10/20 11:40
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10002;Tablet;Electrónicos;799;1424,91;1;;7/03/19 15:29;7/03/19 15:43
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10012;Procesador de alimentos;Cocina;110;189,9;1;;4/02/19 14:01;4/02/19 17:04
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10014;Heladera;Electrodomésticos;699,9;1346,9;1;;18/11/20 11:40;22/11/20 17:37
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10012;Procesador de alimentos;Cocina;110;189,9;1;;4/06/20 15:06;4/06/20 17:58
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10008;Cafetera;Cocina;159,9;284,9;1;;5/04/19 9:41;5/04/19 9:59
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10008;Cafetera;Cocina;159,9;284,9;1;;14/01/19 10:15;14/01/19 17:16
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10002;Tablet;Electrónicos;799;1424,91;1;;1/02/20 15:08;2/02/20 14:32
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10003;Televisor;Electrodomésticos;1400,9;2279,99;1;;12/09/19 12:38;18/09/19 16:09
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10003;Televisor;Electrodomésticos;1400,9;2279,99;1;;22/02/19 14:36;26/02/19 15:25
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10005;Notebook;Electrónicos;2299,9;3199;1;;11/09/19 17:48;12/09/19 17:31
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10019;Sofá;Casa;789,9;1399;1;;26/02/19 13:32;2/03/19 13:22
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10020;Impresora;Electrónicos;329,9;674,1;1;;23/12/20 14:14;23/12/20 17:25
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10016;Guarda Ropa;Casa;489,9;999;1;;26/01/20 12:41;30/01/20 17:06
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10006;Aspiradora de piso;Casa;88,9;189,9;1;;12/07/20 17:21;12/07/20 17:26
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10004;Máquina de lavar ropa;Electrodomésticos;1099;1709,1;1;0,05;9/07/20 12:04;15/07/20 12:08
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10013;Fogón;Electrodomésticos;210,9;404,1;1;;29/07/19 12:05;5/08/19 16:43
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10020;Impresora;Electrónicos;329,9;674,1;1;;25/06/19 12:27;25/06/19 17:59
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10017;Cama Box;Casa;1189,9;1899,5;1;;12/03/19 12:08;15/03/19 13:07
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10009;Plancha;Casa;27,9;55,9;1;;5/04/20 9:55;5/04/20 12:07
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10002;Tablet;Electrónicos;799;1424,91;1;;29/12/20 13:31;30/12/20 10:55
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10014;Heladera;Electrodomésticos;699,9;1346,9;1;;9/11/20 17:53;13/11/20 15:19
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10012;Procesador de alimentos;Cocina;110;189,9;1;;12/03/20 15:48;13/03/20 14:42
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10018;Colchón;Casa;109,9;249,9;1;;2/05/19 12:19;3/05/19 11:52
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10009;Plancha;Casa;27,9;55,9;1;;9/09/19 10:31;9/09/19 14:19
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10005;Notebook;Electrónicos;2299,9;3199;1;;9/01/19 17:51;10/01/19 16:18
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10010;Freidora eléctrica;Cocina;187,9;340;1;;17/06/20 9:06;17/06/20 17:23
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10015;Microondas;Electrodomésticos;189;364,5;1;;15/06/19 14:51;16/06/19 14:14
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10006;Aspiradora de piso;Casa;88,9;189,9;1;;4/09/19 14:23;5/09/19 12:40
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10001;Smartphone;Electrónicos;899,9;1676,9;3;;25/09/19 10:14;25/09/19 12:50
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10006;Aspiradora de piso;Casa;88,9;189,9;3;;7/01/20 9:52;8/01/20 9:47
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10016;Guarda Ropa;Casa;489,9;999;3;;18/06/20 13:37;21/06/20 9:22
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10008;Cafetera;Cocina;159,9;284,9;3;;6/08/19 14:14;7/08/19 12:59
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10016;Guarda Ropa;Casa;489,9;999;3;;21/11/19 13:04;25/11/19 13:26
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10005;Notebook;Electrónicos;2299,9;3199;3;;24/10/20 17:55;25/10/20 10:02
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10002;Tablet;Electrónicos;799;1424,91;3;;18/04/20 9:48;18/04/20 11:20
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10014;Heladera;Electrodomésticos;699,9;1346,9;3;;13/07/20 16:55;19/07/20 11:59
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10001;Smartphone;Electrónicos;899,9;1676,9;3;;20/11/19 15:03;20/11/19 15:59
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10012;Procesador de alimentos;Cocina;110;189,9;3;;3/07/19 9:45;3/07/19 13:05
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10006;Aspiradora de piso;Casa;88,9;189,9;3;;3/02/19 15:02;4/02/19 14:22
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10016;Guarda Ropa;Casa;489,9;999;3;;2/09/19 12:46;8/09/19 15:51
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10005;Notebook;Electrónicos;2299,9;3199;3;;18/08/19 9:21;18/08/19 11:09
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10019;Sofá;Casa;789,9;1399;3;;31/01/19 11:06;7/02/19 16:09
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10014;Heladera;Electrodomésticos;699,9;1346,9;3;;4/07/20 12:42;6/07/20 12:17
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10009;Plancha;Casa;27,9;55,9;3;;31/03/19 14:49;1/04/19 14:43
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10007;Batidora;Cocina;49,9;95,9;3;;24/03/20 17:51;25/03/20 14:27
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10013;Fogón;Electrodomésticos;210,9;404,1;3;;7/10/20 10:52;11/10/20 10:53
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10018;Colchón;Casa;109,9;249,9;3;;22/02/20 10:47;23/02/20 10:42
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10002;Tablet;Electrónicos;799;1424,91;3;;4/02/19 10:35;4/02/19 11:02
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10001;Smartphone;Electrónicos;899,9;1676,9;3;;29/10/20 17:54;30/10/20 17:38
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10009;Plancha;Casa;27,9;55,9;3;;13/09/19 13:08;14/09/19 9:56
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10017;Cama Box;Casa;1189,9;1899,5;3;;3/07/19 10:06;10/07/19 14:36
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10005;Notebook;Electrónicos;2299,9;3199;3;;1/08/19 15:29;1/08/19 16:16
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10020;Impresora;Electrónicos;329,9;674,1;3;;14/03/20 16:38;15/03/20 10:42
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10008;Cafetera;Cocina;159,9;284,9;3;;12/01/20 16:29;13/01/20 11:42
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10018;Colchón;Casa;109,9;249,9;3;;22/08/19 12:28;23/08/19 9:48
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10012;Procesador de alimentos;Cocina;110;189,9;3;;1/12/20 11:22;1/12/20 14:29
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10009;Plancha;Casa;27,9;55,9;3;;20/10/20 14:12;21/10/20 12:32
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10018;Colchón;Casa;109,9;249,9;3;;19/04/19 16:04;20/04/19 9:48
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10018;Colchón;Casa;109,9;249,9;3;;26/04/20 16:25;27/04/20 12:38
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10011;Licuadora;Cocina;59,9;142,4;3;;10/11/19 9:57;11/11/19 9:40
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10009;Plancha;Casa;27,9;55,9;3;;15/05/20 12:24;15/05/20 13:20
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10006;Aspiradora de piso;Casa;88,9;189,9;3;;30/09/20 16:27;1/10/20 11:48
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10012;Procesador de alimentos;Cocina;110;189,9;3;;2/01/19 12:30;3/01/19 9:36
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10016;Guarda Ropa;Casa;489,9;999;3;;30/12/20 14:57;31/12/20 13:33
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10006;Aspiradora de piso;Casa;88,9;189,9;3;;24/12/19 16:47;25/12/19 14:37
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10009;Plancha;Casa;27,9;55,9;3;;16/07/20 12:09;16/07/20 17:02
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10020;Impresora;Electrónicos;329,9;674,1;3;;9/02/19 16:38;10/02/19 11:04
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10015;Microondas;Electrodomésticos;189;364,5;3;;21/12/19 14:22;21/12/19 17:31
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10001;Smartphone;Electrónicos;899,9;1676,9;3;;30/08/19 11:04;30/08/19 16:00
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10011;Licuadora;Cocina;59,9;142,4;3;;15/09/20 12:40;15/09/20 12:51
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10005;Notebook;Electrónicos;2299,9;3199;3;;22/11/19 13:28;23/11/19 10:07
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10019;Sofá;Casa;789,9;1399;3;;8/09/20 14:59;13/09/20 11:59
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10010;Freidora eléctrica;Cocina;187,9;340;3;;9/04/20 14:46;10/04/20 13:42
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10008;Cafetera;Cocina;159,9;284,9;3;;14/03/19 13:02;15/03/19 9:52
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10003;Televisor;Electrodomésticos;1400,9;2279,99;3;;9/11/20 11:25;12/11/20 14:57
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10013;Fogón;Electrodomésticos;210,9;404,1;3;;9/10/19 12:21;12/10/19 14:12
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10007;Batidora;Cocina;49,9;95,9;3;;5/04/20 12:56;5/04/20 15:19
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10012;Procesador de alimentos;Cocina;110;189,9;3;;23/04/20 16:45;24/04/20 11:33
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10001;Smartphone;Electrónicos;899,9;1676,9;3;;25/08/19 17:55;26/08/19 13:45
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10009;Plancha;Casa;27,9;55,9;3;;4/02/20 12:15;4/02/20 15:50
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10007;Batidora;Cocina;49,9;95,9;3;;6/12/20 11:03;7/12/20 9:31
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10009;Plancha;Casa;27,9;55,9;3;;14/02/20 13:50;15/02/20 13:31
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10005;Notebook;Electrónicos;2299,9;3199;3;;12/02/20 17:56;13/02/20 11:08
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10016;Guarda Ropa;Casa;489,9;999;3;;26/07/19 12:47;30/07/19 11:14
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10015;Microondas;Electrodomésticos;189;364,5;3;;6/09/19 13:43;7/09/19 12:50
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10016;Guarda Ropa;Casa;489,9;999;3;;13/06/19 14:07;19/06/19 10:04
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10011;Licuadora;Cocina;59,9;142,4;3;;3/12/20 10:49;3/12/20 17:39
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10007;Batidora;Cocina;49,9;95,9;3;;2/11/20 16:52;3/11/20 14:50
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10004;Máquina de lavar ropa;Electrodomésticos;1099;1709,1;3;0,09;24/09/19 15:45;26/09/19 14:16
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10014;Heladera;Electrodomésticos;699,9;1346,9;3;;30/05/19 17:19;6/06/19 14:11
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10011;Licuadora;Cocina;59,9;142,4;3;;10/05/20 9:20;10/05/20 15:09
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10007;Batidora;Cocina;49,9;95,9;3;;9/01/20 14:03;10/01/20 12:35
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10003;Televisor;Electrodomésticos;1400,9;2279,99;3;;29/12/20 16:50;31/12/20 17:28
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10009;Plancha;Casa;27,9;55,9;3;;2/01/20 12:56;3/01/20 12:55
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10014;Heladera;Electrodomésticos;699,9;1346,9;3;;11/03/20 9:04;13/03/20 10:34
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10012;Procesador de alimentos;Cocina;110;189,9;3;;18/07/19 13:47;19/07/19 12:05
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10012;Procesador de alimentos;Cocina;110;189,9;3;;29/08/19 11:08;30/08/19 11:02
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10007;Batidora;Cocina;49,9;95,9;3;;27/03/19 12:01;27/03/19 15:27
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10012;Procesador de alimentos;Cocina;110;189,9;3;;4/09/20 13:19;5/09/20 11:49
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10004;Máquina de lavar ropa;Electrodomésticos;1099;1709,1;3;0,09;26/10/19 12:40;29/10/19 14:59
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10002;Tablet;Electrónicos;799;1424,91;3;;17/01/19 12:04;17/01/19 14:58
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10012;Procesador de alimentos;Cocina;110;189,9;3;;30/06/20 15:17;30/06/20 16:57
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10018;Colchón;Casa;109,9;249,9;3;;25/02/19 15:40;26/02/19 15:29
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10018;Colchón;Casa;109,9;249,9;3;;9/07/19 16:05;10/07/19 15:25
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10016;Guarda Ropa;Casa;489,9;999;3;;10/08/20 17:33;13/08/20 11:34
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10006;Aspiradora de piso;Casa;88,9;189,9;3;;17/07/19 13:55;17/07/19 16:30
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10015;Microondas;Electrodomésticos;189;364,5;3;;26/09/19 9:45;27/09/19 9:42
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10010;Freidora eléctrica;Cocina;187,9;340;3;;1/06/20 10:57;1/06/20 15:24
123456222;Maria das Gra√ßas;Vendedor;CL001;Tienda Matriz;10014;Heladera;Electrodomésticos;699,9;1346,9;3;;29/03/20 10:10;3/04/20 12:05
123456333;Jorge Mateus;Vendedor;CL001;Tienda Matriz;10007;Batidora;Cocina;49,9;95,9;2;;30/10/20 14:06;31/10/20 13:50
123456333;Jorge Mateus;Vendedor;CL001;Tienda Matriz;10014;Heladera;Electrodomésticos;699,9;1346,9;2;;30/05/19 10:53;2/06/19 13:46
123456333;Jorge Mateus;Vendedor;CL001;Tienda Matriz;10008;Cafetera;Cocina;159,9;284,9;2;;9/11/19 13:42;10/11/19 9:44
123456333;Jorge Mateus;Vendedor;CL001;Tienda Matriz;10019;Sofá;Casa;789,9;1399;2;;22/05/20 10:12;29/05/20 15:46
123456333;Jorge Mateus;Vendedor;CL001;Tienda Matriz;10014;Heladera;Electrodomésticos;699,9;1346,9;2;;9/05/20 16:34;14/05/20 16:34
123456333;Jorge Mateus;Vendedor;CL001;Tienda Matriz;10015;Microondas;Electrodomésticos;189;364,5;2;;14/01/20 17:33;15/01/20 11:07
123456333;Jorge Mateus;Vendedor;CL001;Tienda Matriz;10013;Fogón;Electrodomésticos;210,9;404,1;2;;12/04/19 15:41;19/04/19 13:28
123456333;Jorge Mateus;Vendedor;CL001;Tienda Matriz;10009;Plancha;Casa;27,9;55,9;2;;26/10/19 10:24;26/10/19 10:48
123456333;Jorge Mateus;Vendedor;CL001;Tienda Matriz;10010;Freidora eléctrica;Cocina;187,9;340;2;;17/02/19 10:41;18/02/19 10:06
123456333;Jorge Mateus;Vendedor;CL001;Tienda Matriz;10014;Heladera;Electrodomésticos;699,9;1346,9;2;;16/07/19 15:39;21/07/19 9:02
123456333;Jorge Mateus;Vendedor;CL001;Tienda Matriz;10012;Procesador de alimentos;Cocina;110;189,9;2;;17/02/19 9:05;17/02/19 12:04
123456333;Jorge Mateus;Vendedor;CL001;Tienda Matriz;10002;Tablet;Electrónicos;799;1424,91;2;;28/12/19 13:02;29/12/19 12:05
123456333;Jorge Mateus;Vendedor;CL001;Tienda Matriz;10008;Cafetera;Cocina;159,9;284,9;2;;10/03/20 15:15;10/03/20 16:08
123456333;Jorge Mateus;Vendedor;CL001;Tienda Matriz;10015;Microondas;Electrodomésticos;189;364,5;2;;25/07/19 9:03;25/07/19 17:20
123456333;Jorge Mateus;Vendedor;CL001;Tienda Matriz;10018;Colchón;Casa;109,9;249,9;2;;2/05/19 11:09;2/05/19 12:49
123456333;Jorge Mateus;Vendedor;CL001;Tienda Matriz;10003;Televisor;Electrodomésticos;1400,9;2279,99;2;;26/10/19 10:56;2/11/19 11:26
123456333;Jorge Mateus;Vendedor;CL001;Tienda Matriz;10008;Cafetera;Cocina;159,9;284,9;2;;8/04/20 13:00;8/04/20 16:28
123456333;Jorge Mateus;Vendedor;CL001;Tienda Matriz;10008;Cafetera;Cocina;159,9;284,9;2;;15/09/19 14:56;16/09/19 14:07
123456333;Jorge Mateus;Vendedor;CL001;Tienda Matriz;10020;Impresora;Electrónicos;329,9;674,1;2;;30/10/19 14:33;31/10/19 12:54
123456333;Jorge Mateus;Vendedor;CL001;Tienda Matriz;10004;Máquina de lavar ropa;Electrodomésticos;1099;1709,1;2;0,07;8/05/19 11:49;14/05/19 13:17
123456333;Jorge Mateus;Vendedor;CL001;Tienda Matriz;10010;Freidora eléctrica;Cocina;187,9;340;2;;30/03/20 12:49;30/03/20 16:47
123456333;Jorge Mateus;Vendedor;CL001;Tienda Matriz;10007;Batidora;Cocina;49,9;95,9;2;;17/04/20 14:23;17/04/20 15:13
123456333;Jorge Mateus;Vendedor;CL001;Tienda Matriz;10015;Microondas;Electrodomésticos;189;364,5;2;;4/09/20 13:57;4/09/20 16:52
123456333;Jorge Mateus;Vendedor;CL001;Tienda Matriz;10004;Máquina de lavar ropa;Electrodomésticos;1099;1709,1;2;0,07;21/02/19 16:58;24/02/19 12:31
123456333;Jorge Mateus;Vendedor;CL001;Tienda Matriz;10002;Tablet;Electrónicos;799;1424,91;2;;3/10/20 16:46;4/10/20 11:55
123456333;Jorge Mateus;Vendedor;CL001;Tienda Matriz;10004;Máquina de lavar ropa;Electrodomésticos;1099;1709,1;2;0,07;26/08/20 12:04;30/08/20 12:52
123456333;Jorge Mateus;Vendedor;CL001;Tienda Matriz;10008;Cafetera;Cocina;159,9;284,9;2;;15/06/20 15:38;16/06/20 12:04
123456333;Jorge Mateus;Vendedor;CL001;Tienda Matriz;10003;Televisor;Electrodomésticos;1400,9;2279,99;2;;20/05/19 14:00;22/05/19 16:42
123456333;Jorge Mateus;Vendedor;CL001;Tienda Matriz;10017;Cama Box;Casa;1189,9;1899,5;2;;14/11/20 16:04;17/11/20 12:10
123456333;Jorge Mateus;Vendedor;CL001;Tienda Matriz;10012;Procesador de alimentos;Cocina;110;189,9;2;;11/03/19 16:52;12/03/19 12:06
123456333;Jorge Mateus;Vendedor;CL001;Tienda Matriz;10008;Cafetera;Cocina;159,9;284,9;2;;12/01/19 16:27;13/01/19 10:34
123456333;Jorge Mateus;Vendedor;CL001;Tienda Matriz;10004;Máquina de lavar ropa;Electrodomésticos;1099;1709,1;2;0,07;13/09/19 13:38;16/09/19 17:52
123456333;Jorge Mateus;Vendedor;CL001;Tienda Matriz;10003;Televisor;Electrodomésticos;1400,9;2279,99;2;;15/03/19 16:31;21/03/19 15:06
123456333;Jorge Mateus;Vendedor;CL001;Tienda Matriz;10012;Procesador de alimentos;Cocina;110;189,9;2;;4/07/19 10:52;4/07/19 17:12
123456333;Jorge Mateus;Vendedor;CL001;Tienda Matriz;10015;Microondas;Electrodomésticos;189;364,5;2;;23/01/20 9:25;23/01/20 11:26
123456333;Jorge Mateus;Vendedor;CL001;Tienda Matriz;10013;Fogón;Electrodomésticos;210,9;404,1;2;;26/10/20 14:23;30/10/20 16:43
